id,Location,Name,Rst_Page,Rank,Lunch_Budget,Dinner_Budget,Lat,Lng,Open_Date,Konzatsu
24,Shibuya_Station,キャピタルコーヒー 東急東横店,https://tabelog.com/tokyo/A1303/A130301/13154463/,3.21, ～￥999, ～￥999,35.65829702954657,139.698484893841,2013-04-04,0
25,Shibuya_Station,コッティ,https://tabelog.com/tokyo/A1303/A130301/13226942/,3.21, ～￥999, ～￥999,35.659732938711315,139.70876678420768,0,0
26,Shibuya_Station,café 1886 at Bosch,https://tabelog.com/tokyo/A1303/A130301/13186195/,3.54,"￥1,000～￥1,999","￥1,000～￥1,999",35.65793747394359,139.70582207882092,2015-09-10,0
27,Shibuya_Station,アバウトライフコーヒーブリュワーズ,https://tabelog.com/tokyo/A1303/A130301/13169068/,3.15, ～￥999, ～￥999,35.65668132243655,139.6958174119874,2014-05-31,0
28,Shibuya_Station,私立珈琲小学校,https://tabelog.com/tokyo/A1303/A130303/13203260/,3.15, ～￥999,-,35.65146114107837,139.70117720720364,2016-07-15,0
29,Shibuya_Station,シアターコーヒー,https://tabelog.com/tokyo/A1303/A130301/13140362/,3.23, ～￥999, ～￥999,35.658839283513984,139.70362277550743,2012-04-26,0
30,Shibuya_Station,月詠珈琲 渋谷本店,https://tabelog.com/tokyo/A1303/A130301/13178944/,3.23, ～￥999, ～￥999,35.65862033341248,139.69877763242135,2015-02-21,0
31,Shibuya_Station,珈琲館 渋谷店,https://tabelog.com/tokyo/A1303/A130301/13087112/,3.06, ～￥999,-,35.65876043325555,139.7053515244543,0,0
32,Shibuya_Station,カフェ ベローチェ 渋谷駅新南口店,https://tabelog.com/tokyo/A1303/A130301/13043873/,3.00, ～￥999, ～￥999,35.65578340795001,139.70441478828883,0,0
33,Shibuya_Station,珈琲の店　Paris COFFEE,https://tabelog.com/tokyo/A1303/A130301/13076137/,3.12, ～￥999, ～￥999,35.659215279076804,139.6993100608109,0,0
34,Shibuya_Station,上島珈琲店 渋谷3丁目店,https://tabelog.com/tokyo/A1303/A130301/13122391/,3.00, ～￥999,-,35.65663007742441,139.70548376835794,2011-02-15,0
35,Shibuya_Station,珈琲店トップ 渋谷駅前店,https://tabelog.com/tokyo/A1303/A130301/13042836/,3.19, ～￥999, ～￥999,35.65929139251168,139.69990917421683,0,0
36,Shibuya_Station,ハンズカフェ 渋谷店,https://tabelog.com/tokyo/A1303/A130301/13137534/,3.07, ～￥999, ～￥999,35.66194024164479,139.69795060380685,2012-02-24,0
37,Shibuya_Station,ドトールコーヒーショップ 渋谷井の頭通り店,https://tabelog.com/tokyo/A1303/A130301/13126844/,3.02, ～￥999,-,35.66175697741288,139.69743986847217,0,0
38,Shibuya_Station,ザ・コーヒーショップ,https://tabelog.com/tokyo/A1303/A130303/13124956/,3.08, ～￥999, ～￥999,35.653105473951,139.70485877018615,2011-03-01,0
39,Shibuya_Station,茶亭 羽當,https://tabelog.com/tokyo/A1303/A130301/13001169/,3.60,"￥1,000～￥1,999","￥1,000～￥1,999",35.66050199618895,139.7027407801962,0,0
40,Shibuya_Station,エクセルシオールカフェ 渋谷宇田川町店,https://tabelog.com/tokyo/A1303/A130301/13086542/,3.02, ～￥999,-,35.66055448400624,139.69932194397396,0,0
41,Shibuya_Station,サンマルクカフェ 渋谷井の頭通店,https://tabelog.com/tokyo/A1303/A130301/13049019/,3.05, ～￥999, ～￥999,35.66154363870672,139.69799288423374,0,0
42,Shibuya_Station,ザ クリーム オブ ザ クロップ コーヒー 渋谷ヒカリエ店,https://tabelog.com/tokyo/A1303/A130301/13140154/,3.51, ～￥999, ～￥999,35.658769562330555,139.70325530923546,2012-04-26,0
43,Shibuya_Station,珈琲店トップ 東急本店,https://tabelog.com/tokyo/A1303/A130301/13043491/,3.01,"￥1,000～￥1,999",-,35.66072034047514,139.6961385882389,0,0
44,Shibuya_Station,ＳＨＵ  渋谷店,https://tabelog.com/tokyo/A1303/A130301/13108463/,3.07, ～￥999,"￥1,000～￥1,999",35.659970824244446,139.7033419134017,2009-11-17,0
45,Shibuya_Station,ドトールコーヒーショップ 渋谷3丁目北店,https://tabelog.com/tokyo/A1303/A130301/13090949/,3.00, ～￥999,-,35.65793189134756,139.7051630088171,0,0
